"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"HoogRisicoOpAngstOfDepressie_25"
"222087";"53115";"MW00000";"BU03635804";"2022JJ00";"8.2"
"222091";"53115";"MW00000";"BU03635805";"2022JJ00";"5.2"
"222095";"53115";"MW00000";"BU03635806";"2022JJ00";"12.7"
"222099";"53115";"MW00000";"BU03635807";"2022JJ00";"10.4"
"222103";"53115";"MW00000";"BU03635808";"2022JJ00";"13.3"
"222107";"53115";"MW00000";"BU03635809";"2022JJ00";"17.1"
"222111";"53115";"MW00000";"WK036359  ";"2022JJ00";"8.7"
"222115";"53115";"MW00000";"BU03635900";"2022JJ00";"8.7"
"222119";"53115";"MW00000";"BU03635901";"2022JJ00";
"222123";"53115";"MW00000";"WK036360  ";"2022JJ00";"19.7"
"222127";"53115";"MW00000";"BU03636000";"2022JJ00";"21.1"
"222131";"53115";"MW00000";"BU03636001";"2022JJ00";"20"
"222135";"53115";"MW00000";"BU03636002";"2022JJ00";"16.5"
"222139";"53115";"MW00000";"WK036361  ";"2022JJ00";"18.9"
"222143";"53115";"MW00000";"BU03636100";"2022JJ00";"19.5"
"222147";"53115";"MW00000";"BU03636101";"2022JJ00";"19.5"
"222151";"53115";"MW00000";"BU03636102";"2022JJ00";"17.2"
"222155";"53115";"MW00000";"BU03636103";"2022JJ00";"8.4"
"222159";"53115";"MW00000";"WK036362  ";"2022JJ00";"15.7"
"222163";"53115";"MW00000";"BU03636200";"2022JJ00";"15.2"
"222167";"53115";"MW00000";"BU03636201";"2022JJ00";"15.8"
"222171";"53115";"MW00000";"WK036363  ";"2022JJ00";"17.1"
"222175";"53115";"MW00000";"BU03636300";"2022JJ00";"17.1"
"222179";"53115";"MW00000";"WK036364  ";"2022JJ00";"6.5"
"222183";"53115";"MW00000";"BU03636400";"2022JJ00";"6.7"
"222187";"53115";"MW00000";"BU03636401";"2022JJ00";"6"
"222191";"53115";"MW00000";"BU03636402";"2022JJ00";"6.7"
"222195";"53115";"MW00000";"BU03636403";"2022JJ00";"5.9"
"222199";"53115";"MW00000";"BU03636404";"2022JJ00";
"222203";"53115";"MW00000";"WK036365  ";"2022JJ00";"15.8"
"222207";"53115";"MW00000";"BU03636500";"2022JJ00";"14.7"
"222211";"53115";"MW00000";"BU03636501";"2022JJ00";"16.1"
"222215";"53115";"MW00000";"BU03636502";"2022JJ00";"18.1"
"222219";"53115";"MW00000";"BU03636503";"2022JJ00";"12.4"
"222223";"53115";"MW00000";"WK036366  ";"2022JJ00";"15.2"
"222227";"53115";"MW00000";"BU03636601";"2022JJ00";"9.6"
"222231";"53115";"MW00000";"BU03636602";"2022JJ00";"12.3"
"222235";"53115";"MW00000";"BU03636603";"2022JJ00";"11.4"
"222239";"53115";"MW00000";"BU03636604";"2022JJ00";"7.9"
"222243";"53115";"MW00000";"BU03636605";"2022JJ00";"21.6"
"222247";"53115";"MW00000";"BU03636606";"2022JJ00";"14.4"
"222251";"53115";"MW00000";"WK036367  ";"2022JJ00";"10.6"
"222255";"53115";"MW00000";"BU03636700";"2022JJ00";"9.9"
"222259";"53115";"MW00000";"BU03636701";"2022JJ00";"12.1"
"222263";"53115";"MW00000";"WK036368  ";"2022JJ00";"19.3"
"222267";"53115";"MW00000";"BU03636800";"2022JJ00";"14.4"
"222271";"53115";"MW00000";"BU03636801";"2022JJ00";"13.9"
"222275";"53115";"MW00000";"BU03636802";"2022JJ00";"19.5"
"222279";"53115";"MW00000";"BU03636803";"2022JJ00";"20.3"
"222283";"53115";"MW00000";"BU03636804";"2022JJ00";"19.3"
"222287";"53115";"MW00000";"BU03636805";"2022JJ00";"19.6"
"222291";"53115";"MW00000";"WK036369  ";"2022JJ00";"19.4"
"222295";"53115";"MW00000";"BU03636900";"2022JJ00";"8.7"
"222299";"53115";"MW00000";"BU03636902";"2022JJ00";"17.2"
"222303";"53115";"MW00000";"BU03636909";"2022JJ00";"19.3"
"222307";"53115";"MW00000";"BU03636910";"2022JJ00";"20.3"
"222311";"53115";"MW00000";"BU03636911";"2022JJ00";"23.4"
"222315";"53115";"MW00000";"BU03636912";"2022JJ00";"17.1"
"222319";"53115";"MW00000";"WK036370  ";"2022JJ00";"19.2"
"222323";"53115";"MW00000";"BU03637000";"2022JJ00";"20.3"
"222327";"53115";"MW00000";"BU03637001";"2022JJ00";"16.7"
"222331";"53115";"MW00000";"BU03637002";"2022JJ00";"21.8"
"222335";"53115";"MW00000";"BU03637003";"2022JJ00";"20.3"
"222339";"53115";"MW00000";"BU03637004";"2022JJ00";"6.4"
"222343";"53115";"MW00000";"BU03637005";"2022JJ00";"15.6"
"222347";"53115";"MW00000";"WK036371  ";"2022JJ00";"14.6"
"222351";"53115";"MW00000";"BU03637102";"2022JJ00";"10.2"
"222355";"53115";"MW00000";"BU03637104";"2022JJ00";
"222359";"53115";"MW00000";"BU03637105";"2022JJ00";"17.1"
"222363";"53115";"MW00000";"BU03637106";"2022JJ00";"15.5"
"222367";"53115";"MW00000";"BU03637107";"2022JJ00";"13"
"222371";"53115";"MW00000";"WK036372  ";"2022JJ00";"15.8"
"222375";"53115";"MW00000";"BU03637200";"2022JJ00";"16"
"222379";"53115";"MW00000";"BU03637201";"2022JJ00";
"222383";"53115";"MW00000";"BU03637202";"2022JJ00";"9.2"
"222387";"53115";"MW00000";"WK036373  ";"2022JJ00";"7.1"
"222391";"53115";"MW00000";"BU03637300";"2022JJ00";"5.9"
"222395";"53115";"MW00000";"BU03637301";"2022JJ00";"6.6"
"222399";"53115";"MW00000";"BU03637302";"2022JJ00";
"222403";"53115";"MW00000";"BU03637303";"2022JJ00";"6.6"
"222407";"53115";"MW00000";"BU03637304";"2022JJ00";
"222411";"53115";"MW00000";"BU03637305";"2022JJ00";"5.8"
"222415";"53115";"MW00000";"BU03637306";"2022JJ00";"5.9"
"222419";"53115";"MW00000";"BU03637307";"2022JJ00";"7.2"
"222423";"53115";"MW00000";"BU03637308";"2022JJ00";"18.2"
"222427";"53115";"MW00000";"BU03637309";"2022JJ00";
"222431";"53115";"MW00000";"WK036374  ";"2022JJ00";"17.8"
"222435";"53115";"MW00000";"BU03637400";"2022JJ00";"5.4"
"222439";"53115";"MW00000";"BU03637401";"2022JJ00";"25.8"
"222443";"53115";"MW00000";"BU03637402";"2022JJ00";"13.9"
"222447";"53115";"MW00000";"WK036375  ";"2022JJ00";"17.2"
"222451";"53115";"MW00000";"BU03637500";"2022JJ00";"15.9"
"222455";"53115";"MW00000";"BU03637501";"2022JJ00";"15.5"
"222459";"53115";"MW00000";"BU03637502";"2022JJ00";"18.5"
"222463";"53115";"MW00000";"BU03637503";"2022JJ00";"19.9"
"222467";"53115";"MW00000";"WK036376  ";"2022JJ00";"22.1"
"222471";"53115";"MW00000";"BU03637600";"2022JJ00";"21.3"
"222475";"53115";"MW00000";"BU03637601";"2022JJ00";"23.6"
"222479";"53115";"MW00000";"WK036377  ";"2022JJ00";"21.9"
"222483";"53115";"MW00000";"BU03637700";"2022JJ00";"24.9"
"222487";"53115";"MW00000";"BU03637701";"2022JJ00";"16.4"
"222491";"53115";"MW00000";"BU03637702";"2022JJ00";"19.4"
"222495";"53115";"MW00000";"BU03637703";"2022JJ00";"25.5"
"222499";"53115";"MW00000";"BU03637704";"2022JJ00";"18.6"
"222503";"53115";"MW00000";"BU03637705";"2022JJ00";"23.1"
"222507";"53115";"MW00000";"WK036378  ";"2022JJ00";"21.6"
"222511";"53115";"MW00000";"BU03637800";"2022JJ00";"24.3"
"222515";"53115";"MW00000";"BU03637801";"2022JJ00";"17.9"
"222519";"53115";"MW00000";"BU03637802";"2022JJ00";"22.1"
"222523";"53115";"MW00000";"BU03637803";"2022JJ00";"21.8"
"222527";"53115";"MW00000";"BU03637804";"2022JJ00";"18.2"
"222531";"53115";"MW00000";"WK036379  ";"2022JJ00";"15.6"
"222535";"53115";"MW00000";"BU03637900";"2022JJ00";"8.3"
"222539";"53115";"MW00000";"BU03637901";"2022JJ00";"15.7"
"222543";"53115";"MW00000";"WK036380  ";"2022JJ00";"11.6"
"222547";"53115";"MW00000";"BU03638000";"2022JJ00";
"222551";"53115";"MW00000";"BU03638001";"2022JJ00";"11.7"
"222555";"53115";"MW00000";"BU03638002";"2022JJ00";"10.3"
"222559";"53115";"MW00000";"WK036381  ";"2022JJ00";"19.9"
"222563";"53115";"MW00000";"BU03638100";"2022JJ00";"25.1"
"222567";"53115";"MW00000";"BU03638101";"2022JJ00";"16.1"
"222571";"53115";"MW00000";"BU03638102";"2022JJ00";"19.5"
"222575";"53115";"MW00000";"BU03638103";"2022JJ00";"20.8"
"222579";"53115";"MW00000";"BU03638104";"2022JJ00";"17.2"
"222583";"53115";"MW00000";"WK036382  ";"2022JJ00";"20.9"
"222587";"53115";"MW00000";"BU03638200";"2022JJ00";"25.2"
"222591";"53115";"MW00000";"BU03638201";"2022JJ00";"22.7"
"222595";"53115";"MW00000";"BU03638202";"2022JJ00";"21.1"
"222599";"53115";"MW00000";"BU03638203";"2022JJ00";"18.3"
"222603";"53115";"MW00000";"WK036383  ";"2022JJ00";"18.4"
"222607";"53115";"MW00000";"BU03638300";"2022JJ00";"18.4"
"222611";"53115";"MW00000";"BU03638301";"2022JJ00";
"222615";"53115";"MW00000";"WK036384  ";"2022JJ00";"14.2"
"222619";"53115";"MW00000";"BU03638400";"2022JJ00";"17.2"
"222623";"53115";"MW00000";"BU03638401";"2022JJ00";"13.2"
"222627";"53115";"MW00000";"BU03638402";"2022JJ00";"13.3"
"222631";"53115";"MW00000";"WK036385  ";"2022JJ00";"17.8"
"222635";"53115";"MW00000";"BU03638500";"2022JJ00";"10.7"
"222639";"53115";"MW00000";"BU03638501";"2022JJ00";"17.1"
"222643";"53115";"MW00000";"BU03638502";"2022JJ00";"23.2"
"222647";"53115";"MW00000";"WK036386  ";"2022JJ00";"19.2"
"222651";"53115";"MW00000";"BU03638600";"2022JJ00";"20.6"
"222655";"53115";"MW00000";"BU03638601";"2022JJ00";"18.6"
"222659";"53115";"MW00000";"BU03638602";"2022JJ00";"16.2"
"222663";"53115";"MW00000";"BU03638603";"2022JJ00";"12"
"222667";"53115";"MW00000";"BU03638604";"2022JJ00";"26.1"
"222671";"53115";"MW00000";"BU03638605";"2022JJ00";"19.8"
"222675";"53115";"MW00000";"WK036387  ";"2022JJ00";"17.8"
"222679";"53115";"MW00000";"BU03638700";"2022JJ00";"13"
"222683";"53115";"MW00000";"BU03638701";"2022JJ00";"14.4"
"222687";"53115";"MW00000";"BU03638702";"2022JJ00";"20.8"
"222691";"53115";"MW00000";"BU03638703";"2022JJ00";"19.8"
"222695";"53115";"MW00000";"BU03638704";"2022JJ00";"26.4"
"222699";"53115";"MW00000";"BU03638705";"2022JJ00";"17.4"
"222703";"53115";"MW00000";"WK036388  ";"2022JJ00";"12.3"
"222707";"53115";"MW00000";"BU03638800";"2022JJ00";"13.3"
"222711";"53115";"MW00000";"BU03638801";"2022JJ00";"8.1"
"222715";"53115";"MW00000";"BU03638802";"2022JJ00";"14.3"
"222719";"53115";"MW00000";"BU03638803";"2022JJ00";"10.4"
"222723";"53115";"MW00000";"BU03638804";"2022JJ00";"13.6"
"222727";"53115";"MW00000";"BU03638805";"2022JJ00";"13.3"
"222731";"53115";"MW00000";"BU03638806";"2022JJ00";"14.3"
"222735";"53115";"MW00000";"BU03638807";"2022JJ00";"9.2"
"222739";"53115";"MW00000";"BU03638808";"2022JJ00";"13.8"
"222743";"53115";"MW00000";"BU03638809";"2022JJ00";"10.1"
"222747";"53115";"MW00000";"WK036389  ";"2022JJ00";"20.2"
"222751";"53115";"MW00000";"BU03638900";"2022JJ00";"20.3"
"222755";"53115";"MW00000";"BU03638901";"2022JJ00";"18.3"
"222759";"53115";"MW00000";"BU03638902";"2022JJ00";"21.4"
"222763";"53115";"MW00000";"BU03638903";"2022JJ00";"23.6"
"222767";"53115";"MW00000";"WK036390  ";"2022JJ00";"13.2"
"222771";"53115";"MW00000";"BU03639000";"2022JJ00";"14.4"
"222775";"53115";"MW00000";"BU03639002";"2022JJ00";"13.7"
"222779";"53115";"MW00000";"BU03639003";"2022JJ00";"11.8"
"222783";"53115";"MW00000";"BU03639004";"2022JJ00";"11.4"
"222787";"53115";"MW00000";"BU03639008";"2022JJ00";"10.7"
"222791";"53115";"MW00000";"BU03639009";"2022JJ00";"14.1"
"222795";"53115";"MW00000";"WK036391  ";"2022JJ00";"14.9"
"222799";"53115";"MW00000";"BU03639100";"2022JJ00";"11.7"
"222803";"53115";"MW00000";"BU03639101";"2022JJ00";"16.6"
"222807";"53115";"MW00000";"BU03639102";"2022JJ00";"14.1"
"222811";"53115";"MW00000";"BU03639103";"2022JJ00";
"222815";"53115";"MW00000";"WK036392  ";"2022JJ00";"19.3"
"222819";"53115";"MW00000";"BU03639200";"2022JJ00";"15.4"
"222823";"53115";"MW00000";"BU03639201";"2022JJ00";"17.2"
"222827";"53115";"MW00000";"BU03639202";"2022JJ00";"12.2"
"222831";"53115";"MW00000";"BU03639203";"2022JJ00";"19.9"
"222835";"53115";"MW00000";"BU03639204";"2022JJ00";
"222839";"53115";"MW00000";"BU03639205";"2022JJ00";"21.6"
"222843";"53115";"MW00000";"BU03639206";"2022JJ00";"16.3"
"222847";"53115";"MW00000";"WK036393  ";"2022JJ00";"20.7"
"222851";"53115";"MW00000";"BU03639300";"2022JJ00";"20"
"222855";"53115";"MW00000";"BU03639301";"2022JJ00";"19.3"
"222859";"53115";"MW00000";"BU03639302";"2022JJ00";"23.1"
"222863";"53115";"MW00000";"BU03639303";"2022JJ00";"18.7"
"222867";"53115";"MW00000";"BU03639304";"2022JJ00";"23.2"
"222871";"53115";"MW00000";"BU03639305";"2022JJ00";"22"
"222875";"53115";"MW00000";"BU03639306";"2022JJ00";"21.6"
"222879";"53115";"MW00000";"BU03639307";"2022JJ00";"23.8"
"222883";"53115";"MW00000";"BU03639308";"2022JJ00";"11"
"222887";"53115";"MW00000";"BU03639309";"2022JJ00";"17"
"222891";"53115";"MW00000";"BU03639310";"2022JJ00";
"222895";"53115";"MW00000";"WK036394  ";"2022JJ00";"18.7"
"222899";"53115";"MW00000";"BU03639400";"2022JJ00";"15.9"
"222903";"53115";"MW00000";"BU03639401";"2022JJ00";"17.6"
"222907";"53115";"MW00000";"BU03639402";"2022JJ00";"22.6"
"222911";"53115";"MW00000";"BU03639403";"2022JJ00";"20.8"
"222915";"53115";"MW00000";"BU03639404";"2022JJ00";"19.3"
"222919";"53115";"MW00000";"BU03639405";"2022JJ00";"22.6"
"222923";"53115";"MW00000";"BU03639406";"2022JJ00";"16.7"
"222927";"53115";"MW00000";"BU03639407";"2022JJ00";"17.5"
"222931";"53115";"MW00000";"BU03639408";"2022JJ00";"17"
"222935";"53115";"MW00000";"BU03639409";"2022JJ00";"14"
"222939";"53115";"MW00000";"BU03639410";"2022JJ00";"15.7"
"222943";"53115";"MW00000";"BU03639411";"2022JJ00";"14.7"
"222947";"53115";"MW00000";"BU03639412";"2022JJ00";"24.4"
"222951";"53115";"MW00000";"BU03639413";"2022JJ00";"20.4"
"222955";"53115";"MW00000";"WK036395  ";"2022JJ00";"14.4"
"222959";"53115";"MW00000";"BU03639500";"2022JJ00";"14.6"
"222963";"53115";"MW00000";"BU03639501";"2022JJ00";"11.5"
"222967";"53115";"MW00000";"BU03639502";"2022JJ00";"6.9"
"222971";"53115";"MW00000";"WK036396  ";"2022JJ00";"19.1"
"222975";"53115";"MW00000";"BU03639600";"2022JJ00";"23.5"
"222979";"53115";"MW00000";"BU03639601";"2022JJ00";"21.2"
"222983";"53115";"MW00000";"BU03639602";"2022JJ00";"15"
"222987";"53115";"MW00000";"BU03639603";"2022JJ00";"18.7"
"222991";"53115";"MW00000";"BU03639604";"2022JJ00";"18.7"
"222995";"53115";"MW00000";"BU03639605";"2022JJ00";"18.4"
"222999";"53115";"MW00000";"BU03639606";"2022JJ00";"15.9"
"223003";"53115";"MW00000";"WK036397  ";"2022JJ00";"16.1"
"223007";"53115";"MW00000";"BU03639700";"2022JJ00";"19.6"
"223011";"53115";"MW00000";"BU03639701";"2022JJ00";"20.2"
"223015";"53115";"MW00000";"BU03639702";"2022JJ00";"10.4"
"223019";"53115";"MW00000";"BU03639703";"2022JJ00";"16"
"223023";"53115";"MW00000";"WK036398  ";"2022JJ00";"9.8"
"223027";"53115";"MW00000";"BU03639800";"2022JJ00";"10.3"
"223031";"53115";"MW00000";"BU03639801";"2022JJ00";"5.2"
"223035";"53115";"MW00000";"GM0200    ";"2022JJ00";"11.5"
"223039";"53115";"MW00000";"WK020001  ";"2022JJ00";"15.6"
"223043";"53115";"MW00000";"BU02000101";"2022JJ00";"16.1"
"223047";"53115";"MW00000";"BU02000102";"2022JJ00";"13.8"
"223051";"53115";"MW00000";"WK020002  ";"2022JJ00";"10.9"
"223055";"53115";"MW00000";"BU02000201";"2022JJ00";"11.4"
"223059";"53115";"MW00000";"BU02000202";"2022JJ00";"10.5"
"223063";"53115";"MW00000";"BU02000203";"2022JJ00";"8.3"
"223067";"53115";"MW00000";"BU02000204";"2022JJ00";"4.8"
"223071";"53115";"MW00000";"BU02000205";"2022JJ00";"10.4"
"223075";"53115";"MW00000";"BU02000206";"2022JJ00";"14.3"
"223079";"53115";"MW00000";"BU02000207";"2022JJ00";
"223083";"53115";"MW00000";"WK020003  ";"2022JJ00";"10.1"
"223087";"53115";"MW00000";"BU02000301";"2022JJ00";"6.9"
"223091";"53115";"MW00000";"BU02000302";"2022JJ00";"9.5"
"223095";"53115";"MW00000";"BU02000303";"2022JJ00";"14"
"223099";"53115";"MW00000";"BU02000304";"2022JJ00";"11.5"
"223103";"53115";"MW00000";"BU02000305";"2022JJ00";"10.5"
"223107";"53115";"MW00000";"BU02000306";"2022JJ00";"7.6"
"223111";"53115";"MW00000";"BU02000307";"2022JJ00";"11.5"
"223115";"53115";"MW00000";"BU02000308";"2022JJ00";"4.6"
"223119";"53115";"MW00000";"BU02000309";"2022JJ00";"8.1"
"223123";"53115";"MW00000";"BU02000310";"2022JJ00";"16.4"
"223127";"53115";"MW00000";"BU02000311";"2022JJ00";"7.1"
"223131";"53115";"MW00000";"WK020004  ";"2022JJ00";"14.9"
"223135";"53115";"MW00000";"BU02000401";"2022JJ00";"11.8"
"223139";"53115";"MW00000";"BU02000402";"2022JJ00";"15.5"
"223143";"53115";"MW00000";"BU02000403";"2022JJ00";"18.7"
"223147";"53115";"MW00000";"BU02000404";"2022JJ00";"14.1"
"223151";"53115";"MW00000";"BU02000405";"2022JJ00";"14.8"
"223155";"53115";"MW00000";"BU02000406";"2022JJ00";"15.7"
"223159";"53115";"MW00000";"BU02000407";"2022JJ00";"13.2"
"223163";"53115";"MW00000";"BU02000408";"2022JJ00";"11.5"
"223167";"53115";"MW00000";"BU02000409";"2022JJ00";
"223171";"53115";"MW00000";"WK020005  ";"2022JJ00";"12.1"
"223175";"53115";"MW00000";"BU02000501";"2022JJ00";"12.9"
"223179";"53115";"MW00000";"BU02000502";"2022JJ00";"13.4"
"223183";"53115";"MW00000";"BU02000503";"2022JJ00";"12.9"
"223187";"53115";"MW00000";"BU02000504";"2022JJ00";"9.8"
"223191";"53115";"MW00000";"BU02000505";"2022JJ00";"10.9"
"223195";"53115";"MW00000";"BU02000506";"2022JJ00";"14.5"
"223199";"53115";"MW00000";"BU02000507";"2022JJ00";"11.6"
"223203";"53115";"MW00000";"BU02000508";"2022JJ00";
"223207";"53115";"MW00000";"WK020006  ";"2022JJ00";"9.5"
"223211";"53115";"MW00000";"BU02000601";"2022JJ00";"9.6"
"223215";"53115";"MW00000";"BU02000602";"2022JJ00";"9.5"
"223219";"53115";"MW00000";"BU02000603";"2022JJ00";"10"
"223223";"53115";"MW00000";"BU02000604";"2022JJ00";"9.3"
"223227";"53115";"MW00000";"BU02000605";"2022JJ00";"8.5"
"223231";"53115";"MW00000";"BU02000606";"2022JJ00";
"223235";"53115";"MW00000";"BU02000607";"2022JJ00";
"223239";"53115";"MW00000";"BU02000608";"2022JJ00";"6.7"
"223243";"53115";"MW00000";"WK020007  ";"2022JJ00";"12.6"
"223247";"53115";"MW00000";"BU02000701";"2022JJ00";"9"
"223251";"53115";"MW00000";"BU02000702";"2022JJ00";"16.3"
"223255";"53115";"MW00000";"BU02000703";"2022JJ00";"11.4"
"223259";"53115";"MW00000";"BU02000704";"2022JJ00";"14"
"223263";"53115";"MW00000";"BU02000705";"2022JJ00";"16.3"
"223267";"53115";"MW00000";"BU02000706";"2022JJ00";"17.7"
"223271";"53115";"MW00000";"BU02000707";"2022JJ00";"11.9"
"223275";"53115";"MW00000";"BU02000708";"2022JJ00";"9"
"223279";"53115";"MW00000";"BU02000709";"2022JJ00";"12.1"
"223283";"53115";"MW00000";"WK020008  ";"2022JJ00";"10.5"
"223287";"53115";"MW00000";"BU02000801";"2022JJ00";"7.4"
"223291";"53115";"MW00000";"BU02000802";"2022JJ00";"9.9"
"223295";"53115";"MW00000";"BU02000803";"2022JJ00";"8.8"
"223299";"53115";"MW00000";"BU02000804";"2022JJ00";"6.8"
"223303";"53115";"MW00000";"BU02000805";"2022JJ00";"13.8"
"223307";"53115";"MW00000";"BU02000806";"2022JJ00";"14.7"
"223311";"53115";"MW00000";"BU02000807";"2022JJ00";"10.7"
"223315";"53115";"MW00000";"BU02000808";"2022JJ00";"9.6"
"223319";"53115";"MW00000";"BU02000809";"2022JJ00";"7.6"
"223323";"53115";"MW00000";"WK020010  ";"2022JJ00";"7.7"
"223327";"53115";"MW00000";"BU02001001";"2022JJ00";"7.8"
"223331";"53115";"MW00000";"BU02001002";"2022JJ00";"7.7"
"223335";"53115";"MW00000";"BU02001003";"2022JJ00";"7.7"
"223339";"53115";"MW00000";"BU02001004";"2022JJ00";"6.7"
"223343";"53115";"MW00000";"WK020011  ";"2022JJ00";"6.1"
"223347";"53115";"MW00000";"BU02001101";"2022JJ00";
"223351";"53115";"MW00000";"BU02001102";"2022JJ00";"5.9"
"223355";"53115";"MW00000";"BU02001103";"2022JJ00";"8.4"
"223359";"53115";"MW00000";"BU02001104";"2022JJ00";"5.5"
"223363";"53115";"MW00000";"WK020012  ";"2022JJ00";"8.9"
"223367";"53115";"MW00000";"BU02001201";"2022JJ00";"8.6"
"223371";"53115";"MW00000";"BU02001202";"2022JJ00";"7.8"
"223375";"53115";"MW00000";"BU02001203";"2022JJ00";"9.3"
"223379";"53115";"MW00000";"BU02001204";"2022JJ00";"9.4"
"223383";"53115";"MW00000";"WK020013  ";"2022JJ00";"8"
"223387";"53115";"MW00000";"BU02001301";"2022JJ00";"6"
"223391";"53115";"MW00000";"BU02001302";"2022JJ00";"8.8"
"223395";"53115";"MW00000";"BU02001303";"2022JJ00";"6.6"
"223399";"53115";"MW00000";"WK020014  ";"2022JJ00";"9"
"223403";"53115";"MW00000";"BU02001401";"2022JJ00";"9"
"223407";"53115";"MW00000";"BU02001402";"2022JJ00";"5.9"
"223411";"53115";"MW00000";"BU02001403";"2022JJ00";"6.7"
"223415";"53115";"MW00000";"BU02001404";"2022JJ00";"10.8"
"223419";"53115";"MW00000";"WK020015  ";"2022JJ00";"6.7"
"223423";"53115";"MW00000";"BU02001501";"2022JJ00";"7.1"
"223427";"53115";"MW00000";"BU02001502";"2022JJ00";"6.4"
"223431";"53115";"MW00000";"BU02001503";"2022JJ00";"5.9"
"223435";"53115";"MW00000";"WK020016  ";"2022JJ00";"7.2"
"223439";"53115";"MW00000";"BU02001601";"2022JJ00";"7.1"
"223443";"53115";"MW00000";"BU02001602";"2022JJ00";"8.4"
"223447";"53115";"MW00000";"BU02001603";"2022JJ00";"6.7"
"223451";"53115";"MW00000";"BU02001604";"2022JJ00";"5.9"
"223455";"53115";"MW00000";"WK020017  ";"2022JJ00";"7"
"223459";"53115";"MW00000";"BU02001701";"2022JJ00";"6.5"
"223463";"53115";"MW00000";"BU02001702";"2022JJ00";"6.9"
"223467";"53115";"MW00000";"BU02001703";"2022JJ00";
"223471";"53115";"MW00000";"BU02001704";"2022JJ00";"8.2"
"223475";"53115";"MW00000";"BU02001705";"2022JJ00";"6.7"
"223479";"53115";"MW00000";"BU02001706";"2022JJ00";"6"
"223483";"53115";"MW00000";"GM0202    ";"2022JJ00";"14.9"
"223487";"53115";"MW00000";"WK020201  ";"2022JJ00";"17.4"
"223491";"53115";"MW00000";"BU02020100";"2022JJ00";"16"
"223495";"53115";"MW00000";"BU02020101";"2022JJ00";"18.4"
"223499";"53115";"MW00000";"BU02020102";"2022JJ00";"18.2"
"223503";"53115";"MW00000";"BU02020103";"2022JJ00";"14"
"223507";"53115";"MW00000";"BU02020104";"2022JJ00";"16.2"
"223511";"53115";"MW00000";"BU02020170";"2022JJ00";"18.2"
"223515";"53115";"MW00000";"WK020202  ";"2022JJ00";"17.4"
"223519";"53115";"MW00000";"BU02020210";"2022JJ00";"19.6"
"223523";"53115";"MW00000";"BU02020211";"2022JJ00";"17.3"
"223527";"53115";"MW00000";"BU02020212";"2022JJ00";"16.1"
"223531";"53115";"MW00000";"WK020203  ";"2022JJ00";"20.3"
"223535";"53115";"MW00000";"BU02020314";"2022JJ00";"20.4"
"223539";"53115";"MW00000";"BU02020320";"2022JJ00";"21.4"
"223543";"53115";"MW00000";"BU02020321";"2022JJ00";"18.2"
"223547";"53115";"MW00000";"BU02020322";"2022JJ00";"17.1"
"223551";"53115";"MW00000";"BU02020338";"2022JJ00";
"223555";"53115";"MW00000";"BU02020339";"2022JJ00";"15.2"
"223559";"53115";"MW00000";"WK020204  ";"2022JJ00";"22.5"
"223563";"53115";"MW00000";"BU02020423";"2022JJ00";"22.3"
"223567";"53115";"MW00000";"BU02020424";"2022JJ00";"22.8"
"223571";"53115";"MW00000";"BU02020425";"2022JJ00";"22.4"
"223575";"53115";"MW00000";"WK020205  ";"2022JJ00";"17.7"
"223579";"53115";"MW00000";"BU02020526";"2022JJ00";"17.7"
"223583";"53115";"MW00000";"BU02020527";"2022JJ00";"9.7"
"223587";"53115";"MW00000";"BU02020528";"2022JJ00";"19.5"
"223591";"53115";"MW00000";"BU02020529";"2022JJ00";
"223595";"53115";"MW00000";"WK020206  ";"2022JJ00";"13.3"
"223599";"53115";"MW00000";"BU02020630";"2022JJ00";"16.2"
"223603";"53115";"MW00000";"BU02020631";"2022JJ00";"13.3"
"223607";"53115";"MW00000";"BU02020650";"2022JJ00";"7.2"
"223611";"53115";"MW00000";"WK020207  ";"2022JJ00";"18.2"
"223615";"53115";"MW00000";"BU02020732";"2022JJ00";"21"
"223619";"53115";"MW00000";"BU02020733";"2022JJ00";"20.1"
"223623";"53115";"MW00000";"BU02020734";"2022JJ00";"13.9"
"223627";"53115";"MW00000";"BU02020735";"2022JJ00";"14.9"
"223631";"53115";"MW00000";"WK020208  ";"2022JJ00";"10.7"
"223635";"53115";"MW00000";"BU02020840";"2022JJ00";"14"
"223639";"53115";"MW00000";"BU02020841";"2022JJ00";"8.9"
"223643";"53115";"MW00000";"BU02020842";"2022JJ00";"8.9"
"223647";"53115";"MW00000";"BU02020843";"2022JJ00";"14.9"
"223651";"53115";"MW00000";"BU02020844";"2022JJ00";"7.4"
"223655";"53115";"MW00000";"BU02020845";"2022JJ00";"6.8"
"223659";"53115";"MW00000";"WK020209  ";"2022JJ00";"7.5"
"223663";"53115";"MW00000";"BU02020951";"2022JJ00";"5.4"
"223667";"53115";"MW00000";"BU02020952";"2022JJ00";"7.7"
"223671";"53115";"MW00000";"WK020210  ";"2022JJ00";"20.8"
"223675";"53115";"MW00000";"BU02021053";"2022JJ00";"20.8"
"223679";"53115";"MW00000";"WK020211  ";"2022JJ00";"12.4"
"223683";"53115";"MW00000";"BU02021154";"2022JJ00";"13.4"
"223687";"53115";"MW00000";"BU02021155";"2022JJ00";"14.2"
